status|||李开复|||【如何应对理想和实际的分歧】1）追逐理想：只要能解决温饱问题，从中得到的享受将超过物质享受；2）先为了现实问题而做不是最爱的工作，把不爱的工作做得足够好，然后用其他时间去追逐理想；3）先为了现实问题而做不是最爱的工作，在解决了吃饭问题后，再去做最爱的工作；4）寻找一个两者的交叉点。
repost|||唯有天下|||转发微博
repost|||攀至巅峰|||现解决生存,再追逐理想。
repost|||手机用户3327348284|||转发微博
repost|||A--shirly|||转发微博
repost|||今儿的风儿有些喧嚣啊|||转发微博
repost|||旅行还有梦想||| @Q_小岛两个
repost|||豆浩10|||转发微博
repost|||方天画戟3309682527|||跟我思想一致
repost|||lv不会说话的猫|||说得真好，给迷茫中的我指明了方向
repost|||Jenny_wh2011|||转发微博
repost|||手机用户3202852254|||转发微博
repost|||格格红飘雪|||我们在抗灾，理想先放一边去吧
repost|||眉宇间有颗痣|||转发微博
repost|||me1884||| @张晓乐乐乐 @若山若杉
repost|||小轩卓就是育英|||为了这种种问题而做自己不爱的事情后，再做自己喜欢的事情还能有当初的那份热枕么？？？
repost|||漩涡铭铭|||转发微博
repost|||邹克鹏_joey|||第2点
repost|||起飞之鹰向智杰|||转发微博
repost|||MeLoDy好青年|||转发微博
repost|||云雨沙漏|||转发微博
repost|||流行乡村|||转发微博
repost|||balabula小南|||转发微博
repost|||磨一剑本需十年|||1
repost|||檸檬愺2012|||转发微博
repost|||杭州珍欣美甲|||转发微博
repost|||手机用户3311383721|||[赞][赞][赞]
repost|||花朵必须向上||| @大道至简平安是福
repost|||PangY樂屁股|||转发微博
repost|||白昼的死角|||太赞了，行动科学中的欲求阶段说就提及到这些，很现实，很实用[威武][威武][威武]
repost|||拾豆荚MM|||转发微博
repost|||寒心无情|||转发微博。
repost|||leiley不開心了過會笑|||先为了现实问题而做不是最爱的工作，把不爱的工作做得足够好，然后用其他时间去追逐理想......
repost|||头像君他很淡定____|||真理
repost|||Im余彬|||转发微博
repost|||樱花翩|||我选了一个不喜欢的专业！
repost|||Mosang2015|||转发微博
repost|||迟明翠|||转发微博
repost|||一只叫Sunny的老鼠|||貌似把理想弄丢了，还能找得回来么？
repost|||陌晓乔|||转发微博
repost|||鱼鱼鱼遇鱼|||转发微博
repost|||火钰舞阳S磊|||这是……
repost|||幻想长过光年|||觉得是2
repost|||遇见xl|||转发微博。
repost|||杨绍恒_Aceek|||3，4比较靠谱。2不够彻底，1。。。比较有难度
repost|||安娜的小口袋|||赞'温饱问题确实得先解决'经济基础部分决定上层建筑[嘻嘻][嘻嘻]但也不能在解决温饱的路上偏离得太远'人生太短暂了'需要尽早把有限的精力投入理想的事业
repost|||思益文学社|||转发微博。
repost|||丛绿火火七小喜|||微博定时发送软件害了开复先生
repost|||L坐标轴|||转发微博
repost|||荒野中的天堂鸟|||[呵呵]
repost|||吖晓宇_只會上篮|||[许愿] 所以先就业再择业~熬几年沉淀一下也是好的选择吧~
repost|||lin471969803|||转发微博
repost|||lisa-rabbit|||转发微博
repost|||尊如海|||一步一个脚印，有深有浅，看路怎么样！
repost|||克里依然|||转发微博
repost|||xu____qi____|||转发微博
repost|||SCUT_庄伟峰|||转发微博
repost|||丢了幸福的櫫|||转发微博
repost|||织金联通金祥贵|||转发微博
repost|||怀小鱼|||好的
repost|||罗ROBOT|||转发微博
repost|||天下无花花|||转发微博
repost|||StephonWu|||转发微博
repost|||酷爱香格里拉|||转发微博
repost|||女儿红小元子|||转发微博
repost|||lzh1120|||//
repost|||Maggie19830825|||转发微博
repost|||我意逍遥Sophie|||转发微博
repost|||笑着忘了读书|||把不爱的工作做得足够好，然后用其他时间去追逐理想，这个太难了！[泪]
repost|||Na--Leo|||好
repost|||中国人丹诺|||理想与现实，开复老师讲的很好
repost|||咸菜与酸豆角|||I try to find this point，and maybe I‘d get it。
repost|||老李中年|||转发微博
repost|||iFucking|||转发微博
repost|||卢耀dr|||转发微博
repost|||蚂蚁和蚊子|||转发微博
repost|||彭朵瑞|||理想很丰满，现实很骨感。要把必须走的路走好了，才有机会去选择走自己想走的路！
repost|||Olivileya|||转发微博
repost|||lxddong555|||转发微博
repost|||SharePoint专家|||转发微博
repost|||安安小蘑菇|||受益匪浅
repost|||y-shalom|||转发微博
repost|||泰州月星诺华家居|||转发微博
repost|||王--小--明|||[赞]
repost|||想飞翔的风筝|||转发微博
repost|||wd1026|||转发微博
repost|||熊在天涯2012|||学习！
repost|||于刚coolboy|||转发微博
repost|||大头1111594213|||转发微博
repost|||令人深刻的一件事|||//@海___鹰: 转发微博我的老家啊 ！ [爱心传递]
repost|||娜就庚你在一起|||很难做到啊！
repost|||穆建MJ|||转发微博
repost|||米-石|||转发微博
repost|||迈克7|||[思考]
repost|||耀云之月|||转发微博
repost|||陌客莫克|||转发微博
repost|||我是谁mebobo|||转发微博
repost|||romeo_lm|||@黑化的山渣
repost|||梁丽媛lly|||转发微博
repost|||鹿一名|||1
repost|||Yu青春私奔|||转发微博
repost|||彼岸的小围脖|||找准交叉平衡点，方能立足现实实现理想。
repost|||纯属戏言|||感觉现在的状态比较像2[汗]
repost|||且将新酒试新茶|||努力做到！
repost|||爱尔余音|||现实与理想
repost|||蓝小-波|||转发微博
repost|||harmonica|||转发微博
repost|||秦真真与萌萌|||理想、理想、理想。。。温饱才主要
repost|||tanvaO|||转发微博
repost|||乐山乐水-微博|||转发微博
repost|||令人深刻的一件事|||转发微博
repost|||Figo_he1220|||[good]
repost|||福建师范大学协和学院|||[good]“理想”和“现实”需要理性看待，开复老师的分析的很有道理！
repost|||回旋轻捷如鹄|||转发微博
repost|||Cai_baozi|||转发微博
repost|||NIkkSs|||学习
repost|||_張伟K|||转发微博
repost|||葵夕_欣|||合适的时间做合适的事
repost|||中联-通信|||转发微博
repost|||O__OJelly|||转发微博
repost|||从今以后我叫丁|||转发微博
repost|||WalkerYan|||转发微博
repost|||山苍籽|||转发微博
repost|||简约旋律S|||转发微博
repost|||哈哈--哈慧|||转发微博
repost|||Bingo_Max|||转发微博
repost|||我不是榴莲先森|||转发微博
repost|||x_x---|||转发微博
repost|||怀揣梦想模式|||转发微博
repost|||春雨眠|||转发微博
repost|||残雪断剑|||完全同意，并且现在也是这样。
repost|||lucky001_2007|||转发微博
repost|||想去听你的演唱会|||现在的主要就是养自己~虽然养自己不容易啊~我也不是什么省油的灯不是……
repost|||梵-梵-梵大恍|||转发微博
repost|||hululin1988|||转发微博
repost|||黑色的芦苇|||[给力]
repost|||邱miao燕|||转发微博
repost|||xmrs|||转发微博
repost|||手机用户3236794614|||加油
repost|||果果的电脑屋|||[good]
repost|||陈峰_子轩|||转发微博
repost|||双子Shawn|||转发微博
repost|||囧囧-什么都是浮云|||转发微博
repost|||Ladyladysasa|||我选择第一种！
repost|||赵凯-0536|||转发微博
repost|||夏木茶|||转发微博
repost|||越努力越幸运的七七|||转发微博
repost|||忒儿有主意|||转发微博
repost|||HEYAMYLIU|||理想与实际
repost|||Denise_QQ|||转发微博
repost|||幸福点滴_夏|||把不喜欢的工作做的最好，利用其他时间做自己喜欢的事！
repost|||陈浩0469|||转发微博
repost|||陈浩0469|||转发微博
repost|||_雪地里的星星|||转发微博
repost|||lu-milk|||最爱的工作是什么？航海家？
repost|||熊个黑猫|||转发微博
repost|||chan--wh|||转发微博
repost|||J李圣境-guitarist|||可以做得两全其美么
repost|||西贝山芋|||转发微博
repost|||恋尧-爱|||[呵呵]
repost|||尘封500年|||转发微博
repost|||上火的杏仁|||[悲伤]
repost|||期待明天-的我|||转发微博
repost|||hao_alien|||转发微博
repost|||庆_Robin|||转发微博
repost|||蚊盈Mable|||转发微博
repost|||篮采和|||转发微博
repost|||豪放的阳仔2012|||转发微博
repost|||冰马桶_Justin|||转发微博
repost|||没有是失败只有暂时没有成功|||转发微博
repost|||瞿唱|||[可爱]
repost|||momo宇仔|||转发微博
repost|||臧必成|||是这样、平衡交叉点！
repost|||Vanilla_C17|||转发微博
repost|||dailagrowing|||转发微博。
repost|||lansing不了情|||转发微博
repost|||Yuppie_JI|||先吃饭，在实现理想
repost|||石沉溪洞兮尘世|||//@程莹-世界大学学术排名:转发微博
repost|||xizihupa|||转发微博
repost|||三横一竖有小腹|||寻找最爱才是关键…
repost|||aswyuun|||好像大家的头像都改成黑白了，要跟上啊
repost|||金牛小弈|||[good]
repost|||Crastaliu|||转发微博
repost|||zhoujianhong-KKLED|||感冒中，休息了[月亮][月亮]
repost|||伊郁雨|||转发微博
repost|||金牛_朝阳|||好图[哈哈]
repost|||活着就是噩梦|||转发微博
repost|||merry洛|||转发微博
repost|||丫丫的LUCKY|||[鼓掌]
repost|||未命名v|||转发微博
repost|||小跳个陈|||转发微博
repost|||gtxltgxk|||转发微博
repost|||逆袭小白菜|||转发微博
repost|||晨野笙歌1|||转发微博
repost|||AncienTao|||转发微博
repost|||钉子柳|||转发微博
repost|||glorysoul|||转发微博
repost|||情豆椘开|||转发微博
repost|||北若凌|||转发微博
repost|||十六月的风|||转发微博
repost|||Andy_zhaowj|||转发微博
repost|||Tiffany黑糖玛奇朵|||[可爱]嗯•﹏•
repost|||stevenlee6|||转发微博
repost|||山水长又长|||好计
repost|||秘密爱学习|||转发微博
repost|||陈伟毅cwy|||在进行3
repost|||yue微微一笑|||@Qww_汶倩 
repost|||袁萌萌大宝|||转发微博
repost|||RL_HuAnG|||转发微博
repost|||movol潇|||转发微博
repost|||小小小世界有百态|||加油！
repost|||四叶醉梦中|||[思考]
repost|||小酒0|||转发微博
repost|||慧谷猎头bruce|||转发微博
repost|||东比比|||Repost
repost|||桃渊茗_邴贵君|||转发微博
repost|||忙碌的牛妈|||转发微博
repost|||国艺兄弟万良辉|||转发微博
repost|||舞伊春秋|||理想
repost|||亚当斯密的经济|||转发微博
repost|||开满花的树薇|||转发微博
repost|||愑敢De鈊|||转发微博
repost|||somebody365|||转发微博
repost|||小小竞价猿|||转发微博
repost|||姜什么什么岱|||我们能否用理想包裹和美化现实，每天都活在梦里。[哈哈][哈哈]
repost|||木-云|||转发微博
repost|||新知文山书城|||转发微博
repost|||狂流o|||转发微博
repost|||殷梦宇是我的正式姓名|||哦
repost|||kerry_song地盘|||转发微博
repost|||南航0312204班|||就用这玩意儿说#晚安#吧
repost|||JessicaZHU紫珠|||转发微博
repost|||我想开书店|||转发微博
repost|||Y___ING|||...
repost|||手机用户3089396173|||转发微博
repost|||阿池2013|||转发微博
repost|||夜空呢喃|||理想总是比较理想。
repost|||Danil朱绘勇|||转发微博。
repost|||勤勤的陌上花|||转发微博
repost|||yangnan0001|||转发微博
repost|||志斌_浓茶细味-卓如红棉|||转发微博
repost|||夢想家謝浩林|||转发微博
repost|||小木马Cecily|||目前最纠结的问题
repost|||dongdong_2012|||转发微博
repost|||音随欣动|||转发微博
repost|||李翔1837156604|||转发微博
repost|||Galaxy_杜少|||@飘流月影
repost|||老孙胖子|||转发微博
repost|||谁的shaxuedao|||转发微博
repost|||里弄里的小赫|||还是困，立睡赔途，入萌会百合包。只缓范儿白十二天尊。。。[爱你][爱你][爱你][亲亲][亲亲][月亮][月亮][月亮][月亮][月亮][微风][微风][微风][微风][微风][萌][萌][萌][萌]yyuuu
repost|||LOKUL0309|||转发微博
repost|||手机用户2131606797|||转发微博
repost|||大家都喊我蛋爷|||受教
repost|||你好苦哎|||转发微博
repost|||lovenn2009ln|||转发微博
repost|||爱康国宾晓晓|||转发微博
repost|||舒服自由人|||这个理论上的交叉平衡点，因为每个人对自身及周边环境的认知程度，差异大的很。所以人贵有自知之明，能客观认识自己是采取正确策略的基础。否则，也只能是有一个找到平衡点的意愿，实际依然顾此失彼
repost|||Alfred0M|||的确
repost|||满与满足|||转发微博
repost|||郑州的东北银|||转发微博
repost|||胡旭东-|||有道理
repost|||魔女尤兮|||转发微博
repost|||陈小翰咬牙中|||@张峻豪也是张炜伟 这个说得在理的。
repost|||痕迹雨天|||转发微博
repost|||ShannonSHJ|||地气和仙气的平衡
repost|||ShaDowDT|||转发微博
repost|||仲仲zl|||转发微博
repost|||sunshihui|||转发微博
repost|||四海星尘|||转发微博
repost|||Michael-ZL|||转发微博
repost|||Jason瑞杰|||[good]
repost|||推开春天之门|||转发微博
repost|||江南金属|||转发微博
repost|||绅哲|||赞！
repost|||鱼儿鱼儿陆上游呀|||转发微博
repost|||Avril-哈利路亚|||理想与现实
repost|||姿姿-陈|||转发微博
repost|||修行下巴|||转发微博
repost|||幻影爱登峰造极|||不错[赞]
repost|||热烬|||开复老师你就别说教了。有时间号召下网友捐款什么的。
repost|||在路上的范小妞|||转发微博
repost|||张江浩-长城证券|||转发微博
repost|||洋葱是这样的|||转发微博
repost|||广州医博-王晓毅|||[赞]
repost|||遇风轻扬|||转发微博
repost|||稀月-遗风|||转发微博
repost|||斌斌外交|||赞同
repost|||听我莫问|||转发微博
repost|||Ritta-ZL|||转发微博。
repost|||赵宏宇的微博|||转发微博
repost|||嘉可爱|||转发微博
repost|||Sagittarius-羽|||转发微博
repost|||乐天派女神|||转发微博
repost|||Derek偉文|||转发微博
repost|||好姑娘牌爷们儿婷哥啦啦啦|||转发微博
repost|||CHENWEIWEI小窝|||[熊猫]
repost|||幽涟雨夜|||有道理，
repost|||小小稀土|||转发微博
repost|||雅momo|||轉發微博
repost|||一汀_蕊|||转发微博
repost|||芷纶|||转发微博
repost|||青橄榄99|||转发微博
repost|||loweny|||转发微博
repost|||土-匪-姐|||转发微博
repost|||王明锋Deshijei|||转发微博
repost|||獭塔星球的孤儿|||转发微博
repost|||阿稳18|||转发微博
repost|||倔强地沙丁鱼|||转发微博
repost|||阳光仙帝|||[给力]
repost|||Lai_賴志偉|||转发微博
repost|||友情长安客|||转发微博
repost|||瘦瘦的刘言|||很实在！！！
repost|||陈丽君Chloe|||转发微博
repost|||碧落赋2525488063|||转发微博
repost|||wflycc_橙|||转发微博
repost|||LTL罗天棒_龍|||赞同！
repost|||额来打酱油|||转发微博
repost|||Eva-BJ2013|||转发微博
repost|||janice-路加|||转发微博
repost|||尿尿过后的颤抖V|||马克
repost|||不存在的缘|||[赞]
repost|||kkkkk歌之王eason|||转发微博
repost|||MortalLIz|||轉發微博
repost|||提香80|||转发微博
repost|||人保健康常敏|||转发微博
repost|||2011明明是你|||转发微博
repost|||虫的选择性记忆|||转发微博
repost|||曾下为|||转发微博
repost|||千与千寻知音|||转发微博
repost|||程莹-世界大学学术排名|||转发微博
repost|||信杰哥永不朽|||转发微博。
repost|||PengfeiHAN|||转发微博
repost|||張不蒙蒙蒙蒙蒙不靠谱|||转发微博
repost|||玙恋儿的流星雨|||转发微博
repost|||用心去做168|||转发微博
repost|||蛋壳_33373|||转发微博
repost|||阿土仔儿|||转发微博
repost|||静静兔子猪|||转发微博
repost|||小小小海豹|||对头
repost|||muslim-老米|||转发微博
repost|||小垚宇|||转发微博
repost|||sun熙凯|||转发微博
repost|||羊羊-羊-羊|||转发微博
repost|||rambozjw|||转发微博。
repost|||嘎哈哥|||转发微博
repost|||colour狼的专一|||转发微博
repost|||痛并快乐着20132013|||转发微博
repost|||HomBar_晨雨凝眸|||转发微博
repost|||岁月有痕亦无痕|||转发微博
repost|||Wonderboy2012|||转发微博
repost|||时光的烙印525|||转发微博
repost|||彦小熙_|||转发微博
repost|||彦小熙_|||转发微博
repost|||蒲公英199300689|||转发微博
repost|||灵蓉妙净----最后一尘|||第一梦想。
repost|||威青年|||转发微博
repost|||石头2016笑嘻嘻|||加油
repost|||guoyue492|||转发微博
repost|||曇曇思蜜噠|||ma r k
repost|||佳佳2490384971|||转发微博
repost|||Tough-struggle|||转发微博
repost|||feier_52701|||转发微博。
repost|||大家习惯叫爹豪|||转发微博
repost|||醒不来的男身|||转发微博
repost|||孙Tree_Slytherin|||转发微博
comment|||成高手对与有|||终于有机会让一些平时受骗的人知道开复是个什么货色鸟，嘿嘿。开复是不知道做什么好了吧？乱方寸了吧
comment|||失眠的思想家|||这次鸡汤哥表现还算规矩，起码没有像蛮子一样沽名钓誉还造谣中伤
comment|||草薰南陌1866|||还你妈熬鸡汤呢？
comment|||joe华强|||李老师，我的想法是这样的，理想，有些人的理想，根本无法实现，在生活中，人都很现实，理想就成了一个人想法，而且对于自己起不了作用
comment|||旭朝-Lucas|||多么鼓舞人心的话，在当今时刻！
comment|||_FanYeung|||回复@已自戳双眼:ccav还不够有名？
comment|||薇露琪霜|||回复@xiaobingbing2007:那你还说他不浪费微博资源？这不就浪费吗？？
comment|||远眺遐思|||有道理！！但得首先自己究竟爱做什么工作，能做什么工作，会长久地爱这个工作吗……
comment|||御风笑|||现在的人很奇怪，喜欢要求别人咋样咋样，地震啦，我想一直关心他人的李先生也会关注，但人家发微博就得来两句吆喝＂地震啦＂，才叫做＂为人师表＂，才是配得上＂公众人物＂四个大字？无法理解这样的逻辑。怀疑这些人都是官二代，闲得蛋疼喜欢管别人。
comment|||早上起床好想那个|||你到底是谁啊？我都不认识你，怎么哪哪都有你，烦
comment|||成愚中|||有道理，可操作性強，可为年轻人座右铭。
comment|||黑红骑士218|||回复@顧小她_:谢谢夸奖,我的剑只斩牛鬼蛇神,是人都会躲,更不会伤人.
comment|||xiaobingbing2007|||回复@薇露琪霜:可能不容易改，相信他的智商，他自己肯定也知道这时候发这个不合适，会被骂，一定是机器的原因，或者他此刻正在做别的更有助于救灾事情
comment|||莫奈纳信|||大V，多呼吁一下人捐款救灾吧，别发一些没用的屁话了
comment|||明空_sky|||转发微博
comment|||气的隆洞呛|||还有一些傻比还替他解释
comment|||xiaobingbing2007|||回复@hello毛焕:可是他能掌握的讯息或者能调动的捐款确实比他的朋友们少一些，此时无声胜有声！当其他人趁机作秀他选择一言不发
comment|||薇露琪霜|||回复@xiaobingbing2007:他设置的就不能改改不发吗？？
comment|||红河浪谷|||机会均等吗？
comment|||素颜清修|||尊重内心最真实的感受，顺应内心的需要，让工作不仅仅是谋生的手段。
comment|||基情才是爱情|||大哥，头像要不要改成灰色的呀？？？？？？
comment|||气的隆洞呛|||这就是名人，猪狗不如，香蕉你个拔辣，这时候还有心思说这些屁话[弱][弱][弱]
comment|||Evadt|||我要做好第二点
comment|||手机用户3211691802|||不要让地球母亲再生气！当化学的肥料灼伤她的皮肤，当管道的脏水流向她的血液，当建筑的挖掘割痛她的肌肉，当开采的电钻刺痛她的心脏，这一切疼痛她都在默默的忍受着，也许是她不能承受的极限时，震动了一下，为了死去的同胞，为了我们的下一代，请捍卫我们的地球妈妈吧！------闫潇
comment|||xiaobingbing2007|||我保证他一定为地震做了不少事，只是他知道别人能做的更多就选择了沉默，以免占用宝贵的微博资源，况且这鸡汤应该是他昨天设置好的机器发的
comment|||daweiqiao|||开复老师我挺你，我们会为灾区民众祈祷，并提供自已力所能及的帮助。但生活还得继续，心灵鸡汤还是要的。
comment|||闲得稍有错乱|||这个时候说这个，你真的不够要脸啊
comment|||顧小她_|||回复@黑红骑士218:呵呵！你继续耍你的“剑”，别烦人！
comment|||叶鲁飞|||梦想与现实[good]
comment|||舞爷的微博|||很棒！
comment|||马赫流云Q|||[弱]现在是说教这些的时候么
comment|||驺狼才进|||此人病入膏肓，无药可救。
comment|||梨味的果冻|||学习也如此…
comment|||太小帝|||李老板,今天我和领导顶嘴了,我们领导明确要收拾我,你怎么对待和你顶撞的员工[嘻嘻][嘻嘻][嘻嘻]
comment|||草办长三木的大秘密|||回复@黑红骑士218: 确实有很多NC人，他们无视博主今天发的其他微博就知道乱喷，绑架道德，他们认为大V们今天只能发一种微博，那样才能体现出他们所谓的高尚情操。
comment|||刘尚杰-ShangjieLiu|||学习了
comment|||hello毛焕|||回复@xiaobingbing2007:一个粉丝3000多万的人，影响力不够？
comment|||Xiafanle|||大家好，打扰一下，还有9天是我男朋友的生日。我希望在那之前可以收集到3344句生日快乐。希望大家帮帮忙，到我的微博祝福一下周亮生日快乐，谢谢。如果有碰巧认识的请不要告诉他我想给他一个惊喜。再次谢谢大家，谢谢！
comment|||----Dawn----|||李老师，这次您为地震做了什么呢？？
comment|||宫兆辉1|||[呵呵]
comment|||杨稳建-2013|||说得轻松，1234条条都是泪啊！
comment|||不靠谱的小张|||求你了 这会儿就别鸡汤了
comment|||平田酱|||珍爱生命，远离鸡汤
comment|||网球课|||话说得好，不如做得好
comment|||xiaobingbing2007|||这应该是他的机器发的
comment|||万义康要有理想|||很有实践价值，谢谢开复老师分享
comment|||黑红骑士218|||回复@顧小她_:我说我的话,点也是你自己点的,看也是你自己看到的,回更是你自己回的,没德没品没见识还怪别人,能不出来丢人吗?
comment|||_仰朢曐空_|||老师~为灾区祈祷！！！
comment|||周末死神|||这真得很难。。
comment|||已自戳双眼|||回复@_FanYeung:名人效应阿 CCAV有寻人么？
comment|||御风笑|||好难做到啊，要毕业了，两眼茫茫
comment|||xiaobingbing2007|||其实这可能是李开复老师机器发的，实际上，我能体会李开复老师的心情，他自知不能为救灾做点什么，就选择了沉默，而不是占用微博资源。正如李老师所说，最讨厌假装帮助别人的人，他知道他的朋友们能比他做的多得多，于是选择沉默，是真君子！ (10秒前)
comment|||白T__Show极致时尚|||理想与现实。
comment|||萝莉控的ANQI|||名人是有社会责任的，你今天谈理想为免没有良知了吧!鄙视你！
comment|||_FanYeung|||回复@Anok_马健:你想听什么啊，cctv都有
comment|||hello毛焕|||作为一个微博粉丝3000多万的公众人物，此时应该利用自己的影响力去关注灾情，让更多人知道，而不是在发一些连自己都做不到的心灵鸡汤，开复老师我有点失望了
comment|||法眼看梦|||呸
comment|||xiaobingbing2007|||回复@老威来了:去你的！
comment|||初夏般的美好|||我挺开复，谁能确定开复没捐款，体现出来的就是真关心，不体现出来的就是不关心？！总比为了捐款而捐款的好
comment|||顧小她_|||回复@黑红骑士218:少啰嗦，就是你帮我最大的忙了！
comment|||依然丶云朵cloud|||现在都处于这阶段
comment|||chinabigapple|||@DODO7769 理想与现实,豆豆, 从现实 走向 理想,
comment|||LSFei2772|||理想与现实的分歧!
comment|||老威来了|||潘石屹的老婆张欣鼓动大家给一基金投钱捐钱，大家不要再上当受骗了！一基金是假的！大家不要再把自己的血汗钱给那些去买车买包包了！不要再天真下去了！这个时候会有很多基金会冒出来，大家把眼睛擦亮点！红会当然不用说，一分钱都不要给！[蜡烛][蜡烛][蜡烛]
comment|||祈福四川Danny_Yang要沉淀|||回复@Mr律政新人:这四个都彼此矛盾。这时候还心灵鸡汤
comment|||草办长三木的大秘密|||楼下居然有很多人开骂，真是无语，你们就不看看他的其他微博就开始喷？实在理解不了你们，理智一点行吗。还有居然有人建议博主换成黑白头像以示默哀，更是无法理解，头像是博主自己，换成黑白的那成什么了？
comment|||xiaobingbing2007|||其实这可能是李开复老师机器发的，实际上，我能体会李开复老师的心情，他自知不能为救灾做点什么，就选择了沉默，而不是占用微博资源。正如李老师所说，最讨厌假装帮助别人的人，他知道他的朋友们能比他做的多得多，于是选择沉默，是真君子！
comment|||_FanYeung|||回复@已自戳双眼:cctv的还不够吗？
comment|||我就是李小强|||怎么这时候还熬汤啊你！！！真操蛋！！
comment|||芜湖潘振宇|||别他妈的心灵鸡汤了，雅安地震了 ，你在这里装是你人生导师呀
comment|||wowyou|||哦看
comment|||媛家虎妞|||好好工作
comment|||Mr律政新人|||@祈福四川Danny_Yang要沉淀
comment|||赖羽晴你不够努力|||转发微博
comment|||黑红骑士218|||回复@顧小她_:第一我不知道你所说的"小号"什么意思,我代表的是我自己;再者我说的起哄可能理解上彼此有所不同,我是觉得,真心关注救灾的好心人很多,这样的事情也很好,可是如果自己对事件本身没有帮上忙那为什么不先等等,先不插嘴不插手,免得帮倒忙
comment|||爱喝奶的坏小孩|||[爱你]
comment|||汪源手机用户3224004811|||值得思考
comment|||疾行慢赏|||转发微博
comment|||小川lady|||若所有的时间只够做现实的工作没有了时间做最爱的工作了呢
comment|||南纪门门主|||请现在不要熬汤好吗？@董路
comment|||双方都乐园|||[呵呵]
comment|||已自戳双眼|||发点跟地震有关的消息好吗？心灵鸡汤以后发不行么？
comment|||水水ALAN|||转发微博
comment|||春风不来梨花开|||李先生请给苹果捎个话，要入乡随俗，金主有事，重重的表示才是诚意！一定要重重的哦！
comment|||Hanroro|||我就知道你这时候发这条微博会被人骂的[酷]
comment|||塬上草3282977361|||转发微博
comment|||Anok_马健||| @李开复 老师，能说点灾情相关的事吗？或者什么都不说。
comment|||阿娇勤|||好难理解
comment|||暮炎胥||| @懒人scc 鸡汤来了
comment|||北纬21度2370988147|||我选第四种。
comment|||花雨flower|||注意素质 别说脏话
comment|||似水流年素年锦时|||你现在发这个估计没人看，还可能有人骂你，老师怎么这个时候犯糊涂 
comment|||四紀|||转发微博
comment|||颇坏蛋|||那种才是最好的选择呢，迷茫的80后，求指导
comment|||薇露琪霜|||这个和把大象关冰箱里分几步一样无聊！！！@李开复
comment|||幽幽山谷悠悠自得|||你个小李子，人家都在救灾！你在这说什么理想！是时候吗？
comment|||ethan浩男|||轉發微博
comment|||坏了的蛋黄|||这些评论的人就是在起哄
comment|||Qi丶sI尔如命|||[许愿]
comment|||孤狼8612|||嗯
comment|||哇噢桑_apparit|||yes sir！ 新目标——变得强大起来吧~！ 呀吼！[心] 强大起来就能做想做的 帮想帮的 爱所爱的  一切都在强大了 有了力量的基础之上 不是嘛[月亮]
comment|||青岛民众广播电台|||如果可以，请更换为黑色头像
comment|||坏了的蛋黄|||怎么能骂人呢，地震我们是应该关心，但也不能不做自己的事吧
comment|||凌云客栈|||老师，雅安地震了
comment|||正方形月亮的|||好为人师 李不群
comment|||Luylan|||多分享公布一些灾后信息，让更多人知道，更多人来帮助，传递你一份正能量，[ok]
comment|||心怀誓死报国志|||傻逼！都什么时候了还在这意淫呢！看看任总的微博！
comment|||庞-黎-明|||您是我的偶像，希望在您的带领下，我们更能传递更多的能量！！！
comment|||豆都斗窦|||just shut up！！！
comment|||呵呵呵呵呵呵呵去你|||主页第三条微博求转发
comment|||王寻兵|||关键是许多人都找不到二者的交点，今天很糟糕，明天很美好，但大多数人都死在了黎明
comment|||爱WW菲|||现在说这个有意思吗？
comment|||顧小她_|||回复@黑红骑士218:你是小号？谁叫你去起哄了?
comment|||wing_girls猫头鹰|||嗯，是的
comment|||花雨flower|||[绿丝带]
comment|||小强出没2012|||回复@tortoises小朋友:收藏了....
comment|||手机用户3170486411|||good
comment|||GGAIYANG|||求指导
comment|||LiuZD_A|||看看下面评论，基本在骂@李开复 。。。一帮神经病好无聊
comment|||王二小Ver|||说出了我现在的情况。
comment|||dana0910|||患难见真情，7.0地震的今天在谈理想吗？跟内地企业家们的态度相差好多。失望啊！！！
comment|||Sunday-rain|||说理想说现实是您的权利，但说地震，转播有用信息也是您的权利。请不要选择性使用权利。相比波士顿事件，您所有的道德，看起来，更像是选择性道德，是伪善
comment|||冯云凯|||那得工资涨得比物价上涨更快才行。
comment|||梦飞扬-95|||转发微博
comment|||SKY先森-H|||现实就是通往理想的必经之路，现实是中点，理想是终点，你能走到哪，问自己！
comment|||山川-李宝峰|||赞
comment|||任志娟happysuzi|||平常感觉您的每句话都有道理，在今天这个特殊的日子里，却觉得太过乏味
comment|||庞-黎-明|||李总，个人建议今晚先把理想放一下！加油雅安！前行中让我们在一起！！！
comment|||黑红骑士218|||回复@顧小她_:他不是不关心,只是术业有专攻,跟风起哄只会帮倒忙.这是一位理性成熟者该有的思维和举措.个人观点.
comment|||孤独患我|||4
comment|||Sharevi-|||交叉点找不好，容易左右摇摆，更痛苦。
comment|||李开复|||回复@道路安全宣传:道路安全宣传,欢迎你关注 @创新工场 官微！
comment|||昆仑之志|||现在能不能关注雅安地震啊,什么时候还在搞些假大空的东西,你捐款捐物了嘛?
comment|||雨中听海迷失自己|||有道理
comment|||新春国际|||为什么地震的都是四川，刚过去的灾难，现在又来了，加油！
comment|||张道清我在路上|||这时候发这些做什么.真是的
